ITEMS with name,return_loc,desc:
string LocValue = "The giant Grawp is the half-brother of Rubeus Hagrid. At sixteen feet tall, he was considered too small for a giant, and was abandoned by his mother. Hagrid took care of him instead, and hid him within the Forbidden Forest."
[456]string LocKey = "collection_items_flyingfordanglia_name"
string LocValue = "Weasleys' Flying Car"
[457]string LocKey = "collection_items_flyingfordanglia_return_location"
string LocValue = "Ottery St. Catchpole"
[458]string LocKey = "collection_items_flyingfordanglia_description"
string LocValue = "Arthur Weasley enchanted a Muggle car to fly. After they missed the train to Hogwarts, the car was “borrowed” by Harry and Ron so they wouldn't be late. They accidentally flew the car directly into the Whomping Willow upon their arrival."
[459]string LocKey = "collection_items_mandrake_name"
string LocValue = "Baby Mandrake"
[460]string LocKey = "collection_items_mandrake_return_location"
string LocValue = "Hogwarts Greenhouse Three"
[461]string LocKey = "collection_items_mandrake_description"
string LocValue = "Mandrakes are magical plants coveted by Potion masters. When pulled from the soil, they cry out. Cries from a mature Mandrake are fatal, and even a seedling's wail can knock a wizard unconscious unless earmuffs are worn during re-potting."
[462]string LocKey = "collection_items_foeglass_name"
string LocValue = "Foe-Glass"
[463]string LocKey = "collection_items_foeglass_return_location"
string LocValue = "Ministry of Magic Auror Headquarters"
[464]string LocKey = "collection_items_foeglass_description"
string LocValue = "Foe-Glass is a type of Dark Detector. Enemies of the owner of the glass appear as shadows, but become clearer as they get closer to the owner's location."
[465]string LocKey = "collection_items_howler_name"
string LocValue = "Howler"
[466]string LocKey = "collection_items_howler_return_location"
string LocValue = "Molly Weasley, 1992"
[467]string LocKey = "collection_items_howler_description"
string LocValue = "Howlers are magical letters that, when opened, read aloud the writer's message - usually at a very high volume. They are typically used as a form of punishment and they increase in intensity the longer they remain sealed."
[468]string LocKey = "collection_items_selfplayingharp_name"
string LocValue = "Self-Playing Harp"
[469]string LocKey = "collection_items_selfplayingharp_return_location"
string LocValue = "Madame Malkin"
[470]string LocKey = "collection_items_selfplayingharp_description"
string LocValue = "In his search for the Philosopher's Stone, Professor Quirinus Quirrell enchanted a harp to play on its own to induce Fluffy the Cerberus into sleep. Quirrell was then able to sneak past the sleeping beast."
[471]string LocKey = "collection_items_gubraithianfire_name"
string LocValue = "Gubraithian Fire"
[472]string LocKey = "collection_items_gubraithianfire_return_location"
string LocValue = "Ural Mountains"
[473]string LocKey = "collection_items_gubraithianfire_description"
string LocValue = "Gubraithian Fire is an advanced spell that enchants a flame to burn forever without dying. Also known as Everlasting Fire, only very skilled wizards are able to conjure Gubraithian Fire."
[474]string LocKey = "collection_items_crystalball_name"
string LocValue = "Crystal Ball"
[475]string LocKey = "collection_items_crystalball_return_location"
string LocValue = "Cassandra Vablatsky"
[476]string LocKey = "collection_items_crystalball_description"
string LocValue = "Also known by Seers as “The Orb”, crystal balls are used for divination purposes. According to Professor Sybil Trelawney, crystal gazing is a refined art, and not all wizarding students are able to see anything."
[477]string LocKey = "collection_items_dirigibleplums_name"
string LocValue = "Dirigible Plum"
[478]string LocKey = "collection_items_dirigibleplums_return_location"
string LocValue = "Ottery St. Catchpole"
[479]string LocKey = "collection_items_dirigibleplums_description"
string LocValue = "Dirigible Plums are orange fruits that grow upside down on a bush, appearing to float in the air. They are believed to enhance the “ability to accept the extraordinary” within those who consume them."
[480]string LocKey = "collection_items_quibbler_name"
string LocValue = "Quibbler"
[481]string LocKey = "collection_items_quibbler_return_location"
string LocValue = "Luna Lovegood"
[482]string LocKey = "collection_items_quibbler_description"
string LocValue = "The Quibbler - “The Wizarding World's Alternative Voice” - is a wizarding tabloid, often disregarded for printing conspiracy theories and odd stories."
[483]string LocKey = "collection_items_albusdumbledore_name"
string LocValue = "Albus Dumbledore"
[484]string LocKey = "collection_items_albusdumbledore_return_location"
string LocValue = "Hogwarts Great Hall"
[485]string LocKey = "collection_items_albusdumbledore_description"
string LocValue = "The Philosopher's Stone was used to create the Elixir of Life, capable of indefinitely extending one's lifespan. Suspecting the Stone was coveted by those with dark intentions, Headmaster Albus Dumbledore hid the Philosopher's Stone within the Mirror of Erised."
[486]string LocKey = "collection_items_severussnape_name"
string LocValue = "Professor Snape"
[487]string LocKey = "collection_items_severussnape_return_location"
string LocValue = "Hogwarts Potions Classroom"
[488]string LocKey = "collection_items_severussnape_description"
string LocValue = "Former Hogwarts Headmaster Severus Snape spent his life in unrequited love with Lily Potter. After her death at Voldemort's hand, he swore to Albus Dumbledore that he would protect her son, Harry, in honour of his lost love."
[489]string LocKey = "collection_items_nevillelongbottom_name"
string LocValue = "Young Neville Longbottom"
[490]string LocKey = "collection_items_nevillelongbottom_return_location"
string LocValue = "Gryffindor Common Room"
[491]string LocKey = "collection_items_nevillelongbottom_description"
string LocValue = "A young Gryffindor student with an aptitude for Herbology."
[492]string LocKey = "collection_items_lunalovegood_hp6_name"
string LocValue = "Young Luna Lovegood"
[493]string LocKey = "collection_items_lunalovegood_hp6_return_location"
string LocValue = "Ravenclaw Common Room"
[494]string LocKey = "collection_items_lunalovegood_hp6_description"
string LocValue = "A young Ravenclaw student with a fascination for fantastic - and sometimes fictional - beasts"
[495]string LocKey = "collection_items_ginnyweasley_name"
string LocValue = "Young Ginny Weasley"
[496]string LocKey = "collection_items_ginnyweasley_return_location"
string LocValue = "The Burrow"
[497]string LocKey = "collection_items_ginnyweasley_description"
string LocValue = "A young Gryffindor student and talented Quidditch player"
[498]string LocKey = "collection_items_weasleyfireworks_name"
string LocValue = "Weasley Fireworks"
[499]string LocKey = "collection_items_weasleyfireworks_return_location"
string LocValue = "Weasleys' Wizard Wheezes"
[500]string LocKey = "collection_items_weasleyfireworks_description"
string LocValue = "Weasleys' Wizard Wheezes stocks a variety of magical fireworks in their shop at 93 Diagon Alley. Some varieties have been charmed, including those that multiply every time one attempts to Vanish them or others that explode when struck by a stunning spell."
[501]string LocKey = "collection_items_practicedummy_name"
string LocValue = "Dumbledore's Army Dueling Dummy"
[502]string LocKey = "collection_items_practicedummy_return_location"
string LocValue = "The Room of Requirement, 1995"
[503]string LocKey = "collection_items_practicedummy_description"
string LocValue = "These mechanical Death Eaters were used by Dumbledore's Army as they practiced defending themselves against Dark magic. Following Educational Decree no. 24 by Headmistress Dolores Umbridge banning the existence of student organizations, Dumbledore's Army were forced to meet in secret."
[504]string LocKey = "collection_items_hedwig_name"
string LocValue = "Hedwig"
[505]string LocKey = "collection_items_hedwig_return_location"
string LocValue = "Hogwarts Owlery"
[506]string LocKey = "collection_items_hedwig_description"
string LocValue = "Harry received his owl Hedwig as a birthday gift from Hagrid. She remained his loyal companion throughout his years at Hogwarts, delivering his mail and keeping Harry company when he was sent back to the Dursley's home every summer."
[507]string LocKey = "collection_items_argusfilch_name"
string LocValue = "Filch and Mrs Norris"
[508]string LocKey = "collection_items_argusfilch_return_location"
string LocValue = "Hogwarts Great Hall"
[509]string LocKey = "collection_items_argusfilch_description"
string LocValue = "The Hogwarts caretaker and his constant cat companion"
[510]string LocKey = "collection_items_timeturner_name"
string LocValue = "Hermione's Time-Turner"
[511]string LocKey = "collection_items_timeturner_return_location"
string LocValue = "Hermione Granger, 1993"
[512]string LocKey = "collection_items_timeturner_description"
string LocValue = "Time-Turners are magical objects that can send the wearer back in time. They are one of the most regulated magical objects in the wizarding world, as disturbing the natural order of time is remarkably dangerous and often has dire consequences."
[513]string LocKey = "collection_items_pensieve_name"
string LocValue = "Pensieve"
[514]string LocKey = "collection_items_pensieve_return_location"
string LocValue = "Hogwarts Headmaster's Office"
[515]string LocKey = "collection_items_pensieve_description"
string LocValue = "A Pensieve is a shallow basin filled with a cloud-like silvery substance where a wizard's memories can be stored, sifted through and examined in a perfect reproduction of the memory."
[516]string LocKey = "collection_items_philosophersstone_name"
string LocValue = "Philosopher's Stone"
[517]string LocKey = "collection_items_philosophersstone_return_location"
string LocValue = "Nicolas Flamel, 1927"
[518]string LocKey = "collection_items_philosophersstone_description"
string LocValue = "Created by Nicolas Flamel, the Philosopher's Stone is capable of indefinitely extending the lifespan of those who use it. The Stone was kept within Hogwarts for safe-keeping, until an attempt to steal it forced Flamel to destroy the Stone for good."
[519]string LocKey = "collection_items_mirroroferised_name"
string LocValue = "Mirror of Erised"
[520]string LocKey = "collection_items_mirroroferised_return_location"
string LocValue = "Hogwarts Third Floor Corridor, 1992"
[521]string LocKey = "collection_items_mirroroferised_description"
string LocValue = "The Mirror of Erised shows the deepest, most desperate desires of those who look into it. The visions within the mirror have been known to cause madness in those who could not separate what was real from what was not."
[522]string LocKey = "collection_items_moodyseye_name"
string LocValue = "Mad-Eye Moody's Eye"
[523]string LocKey = "collection_items_moodyseye_return_location"
string LocValue = "Alastor Moody, 1995"
[524]string LocKey = "collection_items_moodyseye_description"
string LocValue = "The titular eye of Mad-Eye Moody is capable of seeing through anything, including solid wood and the back of his head. It was stolen by Dolores Umbridge following Moody's death and used to monitor her subordinates at the Ministry of Magic."
[525]string LocKey = "collection_items_memorycabinet_name"
string LocValue = "Dumbledore's Memory Cabinet"
[526]string LocKey = "collection_items_memorycabinet_return_location"
string LocValue = "Hogwarts Headmaster's Office"
[527]string LocKey = "collection_items_memorycabinet_description"
string LocValue = "Hogwarts Headmaster Albus Dumbledore kept his Pensieve out of sight in this Memory Cabinet. It was used by Dumbledore and Harry Potter to view various memories, including those of Professor Slughorn and his interactions with the young Tom Riddle."
[528]string LocKey = "collection_items_maraudersmap_name"
string LocValue = "Marauder's Map"
[529]string LocKey = "collection_items_maraudersmap_return_location"
string LocValue = "Harry Potter"
[530]string LocKey = "collection_items_maraudersmap_description"
string LocValue = "This enchanted map shows the entirety of Hogwarts, while also showing the location and identity of anyone walking through the grounds. It was created by the four Marauders - Sirius Black, James Potter, Remus Lupin, and Peter Pettigrew."
[531]string LocKey = "collection_items_omnioculars_name"
string LocValue = "Omnioculars"
[532]string LocKey = "collection_items_omnioculars_return_location"
string LocValue = "Ron Weasley, 1994"
[533]string LocKey = "collection_items_omnioculars_description"
string LocValue = "Designed for the Quidditch aficionado, Omnioculars not only magnify the view, by they can slow down and repeat the action in a detailed play-by-play breakdown."
[534]string LocKey = "collection_items_decoydetonators_name"
string LocValue = "Decoy Detonators"
[535]string LocKey = "collection_items_decoydetonators_return_location"
string LocValue = "Weasleys' Wizard Wheezes"
[536]string LocKey = "collection_items_decoydetonators_description"
string LocValue = "Created by Weasleys' Wizard Wheezes, Decoy Detonators are used to create annoyingly loud, explosive diversions. When dropped, the Detonators walk away and then loudly explode, spewing putrid black smoke to distract anyone nearby."
[537]string LocKey = "collection_items_quillandbook_name"
string LocValue = "Quill of Acceptance and Book of Admittance"
[538]string LocKey = "collection_items_quillandbook_return_location"
string LocValue = "Hogwarts Headmaster's Office"
[539]string LocKey = "collection_items_quillandbook_description"
string LocValue = "The Quill of Acceptance detects the birth of magical children, and records their names in the Book of Admittance; if the two agree. The book is later used by Hogwarts staff to admit new students to Hogwarts School of Witchcraft and Wizardry."
[540]string LocKey = "collection_items_hagridsumbrella_name"
string LocValue = "Hagrid's Umbrella"
[541]string LocKey = "collection_items_hagridsumbrella_return_location"
string LocValue = "Rubeus Hagrid"
[542]string LocKey = "collection_items_hagridsumbrella_description"
string LocValue = "Forbidden from doing magic, it is rumoured that remnants of Hagrid's wand are concealed within his ever-present pink umbrella. Hagrid lost his privilege to do magic when he was expelled from Hogwarts and his wand was snapped in two."
[543]string LocKey = "collection_items_remembrall_name"
string LocValue = "Remembrall"
[544]string LocKey = "collection_items_remembrall_return_location"
string LocValue = "Neville Longbottom"
[545]string LocKey = "collection_items_remembrall_description"
string LocValue = "Though it appears as just a small glass ball, the Remembrall fills with bright red smoke to indicate to its owner that they have forgotten something of importance. It does not, however, remind the user what specifically has been forgotten."
[546]string LocKey = "collection_items_weasleyclock_name"
string LocValue = "Weasley Clock"
[547]string LocKey = "collection_items_weasleyclock_return_location"
string LocValue = "The Burrow"
[548]string LocKey = "collection_items_weasleyclock_description"
string LocValue = "Instead of telling time, the Weasleys' Clock keeps track of the whereabouts of all the members of the Weasley family, including such locations as “work”, “school”, and “mortal danger”."
[549]string LocKey = "collection_items_newtscamander_name"
string LocValue = "Newt Scamander"
[550]string LocKey = "collection_items_newtscamander_return_location"
string LocValue = "London, England"
[551]string LocKey = "collection_items_newtscamander_description"
string LocValue = "A magizoologist and author of the book 'Fantastic Beasts and Where to Find Them'."
[552]string LocKey = "collection_items_pickett_name"
string LocValue = "Pickett"
[553]string LocKey = "collection_items_pickett_return_location"
string LocValue = "Newt Scamander's Pocket"
[554]string LocKey = "collection_items_pickett_description"
string LocValue = "Pickett is Newt Scamander's beloved Bowtruckle companion. Strong minded and determined, Pickett can frequently be found in the top pocket of Scamander's coat due to his attachment issues."
[555]string LocKey = "collection_items_troll_name"
string LocValue = "Mountain Troll"
[556]string LocKey = "collection_items_troll_return_location"
string LocValue = "Liechtenstein"
[557]string LocKey = "collection_items_troll_description"
string LocValue = "The Mountain Troll cuts an imposing figure, growing up to 12 feet tall and weighing over a tonne. Despite their lack of intelligence, Mountain Trolls possess crude language skills and some have even been trained as guardians."
[558]string LocKey = "collection_items_demiguise_name"
string LocValue = "Demiguise"
[559]string LocKey = "collection_items_demiguise_return_location"
string LocValue = "Newt Scamander's Suitcase"
[560]string LocKey = "collection_items_demiguise_description"
string LocValue = "Peaceful, primate-like creatures who are found in the Far East, Demiguises can make themselves invisible, and their hair can be used to weave Invisibility Cloaks. Demiguises have precognitive sight so that the only way to catch them is to do something completely unpredictable."
[561]string LocKey = "collection_items_erumpent_name"
string LocValue = "Erumpent"
[562]string LocKey = "collection_items_erumpent_return_location"
string LocValue = "Kilimanjaro Region, Tanzania"
[563]string LocKey = "collection_items_erumpent_description"
string LocValue = "Erumpents are large, dangerous creatures with an extremely thick hide that can repel most spells, and a horn that contains a liquid that can explode. Erumpent horns, tail and exploding fluid are highly sought after."
[564]string LocKey = "collection_items_branchofbowtruckles_name"
string LocValue = "Branch of Bowtruckles"
[565]string LocKey = "collection_items_branchofbowtruckles_return_location"
string LocValue = "The Black Forest, Germany"
[566]string LocKey = "collection_items_branchofbowtruckles_description"
string LocValue = "Bowtruckles are tiny tree-dwelling creatures that have the appearance of a twig, which allows them to camouflage with their surroundings. Considered to be tree guardians, they favour trees that can be used to create wands."
[567]string LocKey = "collection_items_mooncalf_name"
string LocValue = "Mooncalf"
[568]string LocKey = "collection_items_mooncalf_return_location"
string LocValue = "Cork, Ireland"
[569]string LocKey = "collection_items_mooncalf_description"
string LocValue = "Mooncalves are extremely shy creatures that only leave their burrows during a full moon. It is believed that their dung when harvested before sunrise, will make magical plants grow stronger."
[570]string LocKey = "collection_items_occamyeggshells_name"
string LocValue = "Occamy Eggshells"
[571]string LocKey = "collection_items_occamyeggshells_return_location"
string LocValue = "Shimla, India"
[572]string LocKey = "collection_items_occamyeggshells_description"
string LocValue = "Belonging to a plumed, size-changing serpent, these eggshells are solid silver and extremely valuable."
[573]string LocKey = "collection_items_billywig_name"
string LocValue = "Billywig"
[574]string LocKey = "collection_items_billywig_return_location"
string LocValue = "Darwin, Australia"
[575]string LocKey = "collection_items_billywig_description"
string LocValue = "Billywigs are an insect native to Australia. Their stings cause giddiness and levitation and too many stings can cause this levitation to last for days on end. Their stingers are coveted for use in several Potions."
[576]string LocKey = "collection_items_puffskein_name"
string LocValue = "Puffskein"
[577]string LocKey = "collection_items_puffskein_return_location"
string LocValue = "Magical Menagerie"
[578]string LocKey = "collection_items_puffskein_description"
string LocValue = "A popular pet for wizarding children, a Puffskein is a docile magical creature covered in fur. They are easy to care for, and have no objection to being cuddled or thrown about."
[579]string LocKey = "collection_items_fluffy_name"
string LocValue = "Fluffy"
[580]string LocKey = "collection_items_fluffy_return_location"
string LocValue = "Hogwarts Third Floor Corridor, 1992"
[581]string LocKey = "collection_items_fluffy_description"
string LocValue = "Fluffy is Rubeus Hagrid's vicious three-headed dog, or Cerberus, who was deployed to protect the Philosopher's Stone. Fluffy is an effective guard unless he hears music, which makes him fall into a blissful sleep."
[582]string LocKey = "collection_items_dementor_name"
string LocValue = "Dementor"
[583]string LocKey = "collection_items_dementor_return_location"
string LocValue = "Azkaban Prison"
[584]string LocKey = "collection_items_dementor_description"
string LocValue = "Dementors are dark creatures of indeterminate origin who feed on human happiness. Dementors are capable of sucking a person's soul from their body using the “Dementor's Kiss”, leaving behind a soul-less shell. It is known as a fate worse than death."
[585]string LocKey = "collection_items_werewolf_name"
string LocValue = "Werewolf"
[586]string LocKey = "collection_items_werewolf_return_location"
string LocValue = "St. Mungo's Hospital"
[587]string LocKey = "collection_items_werewolf_description"
string LocValue = "A werewolf is a human being who transforms into a wolf during the full moon. While a bite from a werewolf in wolf form passes on the lycanthropy to its victim, an attack from an untransformed werewolf has relatively minor side effects."
[588]string LocKey = "collection_items_ashwinder_name"
string LocValue = "Ashwinder"
[589]string LocKey = "collection_items_ashwinder_return_location"
string LocValue = "El Paso, Texas"
[590]string LocKey = "collection_items_ashwinder_description"
string LocValue = "Ashwinders are serpents forged from the ashes of magical fires left unattended. They only live for an hour, during which time they seek out a secluded area to lay eggs. Upon laying the eggs the Ashwinder turns immediately into ash."
[591]string LocKey = "collection_items_centaur_name"
string LocValue = "Brown Centaur"
[592]string LocKey = "collection_items_centaur_return_location"
string LocValue = "Argos, Greece"
[593]string LocKey = "collection_items_centaur_description"
string LocValue = "Centaurs are half-human, half-horse creatures that are gifted in Divination. They are proud and territorial by nature, and have an aversion to being “used” by wizardkind in any capacity, as it is seen as an insult and betrayal of their kind."
[594]string LocKey = "collection_items_leprechaun_name"
string LocValue = "Leprechaun"
[595]string LocKey = "collection_items_leprechaun_return_location"
string LocValue = "Quidditch Wold Cup Pitch"
[596]string LocKey = "collection_items_leprechaun_description"
string LocValue = "Leprechauns are mischievous magical creatures native to Ireland. Pranksters by nature, they take great pleasure in attracting Muggle's attention, and are capable of creating gold coins that disappear after a few hours."
[597]string LocKey = "collection_items_gnome_name"
string LocValue = "Gnome"
[598]string LocKey = "collection_items_gnome_return_location"
string LocValue = "The Burrow"
[599]string LocKey = "collection_items_gnome_description"
string LocValue = "Gnomes are tiny garden pests who burrow underground, eating the roots of plants. They are typically dealt with by swinging them in circles until the gnome is dizzy, and then dropping them outside of the garden wall."
[600]string LocKey = "collection_items_pixie_name"
string LocValue = "Pixie"
[601]string LocKey = "collection_items_pixie_return_location"
string LocValue = "Hogwarts Defence Against the Dark Arts Classroom, 1992"
[602]string LocKey = "collection_items_pixie_description"
string LocValue = "Pixies are small, mischievous flying creatures with blue skin that adore practical jokes and tricks. They are incredibly strong, able to lift people off of the ground by themselves."
[603]string LocKey = "collection_items_doxy_name"
string LocValue = "Doxy"
[604]string LocKey = "collection_items_doxy_return_location"
string LocValue = "Number 12, Grimmauld Place Curtains"
[605]string LocKey = "collection_items_doxy_description"
string LocValue = "Often mistaken for fairies, Doxies are small flying pests that can infest draperies. They are annoying, featuring two rows of sharp, venomous teeth. Doxycide is used to remove the pests from an infected residence."
[606]string LocKey = "collection_items_imp_name"
string LocValue = "Imp"
[607]string LocKey = "collection_items_imp_return_location"
string LocValue = "Ballymena, Ireland"
[608]string LocKey = "collection_items_imp_description"
string LocValue = "Imps are found only in Great Britain and Ireland and are sometimes confused for Pixies, as they are the same height. Imps are wingless, and not especially colourful. They delight in pushing and tripping unaware passersby."
[609]string LocKey = "collection_items_sphinx_name"
string LocValue = "Sphinx"
[610]string LocKey = "collection_items_sphinx_return_location"
string LocValue = "Giza, Egypt"
[611]string LocKey = "collection_items_sphinx_description"
string LocValue = "Sphinx are native to Egypt. These magical creatures are highly intelligent, and have a love for riddles and puzzles. Sphinx are capable of violence but are usually only dangerous when what they are guarding is threatened."
[612]string LocKey = "collection_items_hornedserpent_name"
string LocValue = "Horned Serpent"
[613]string LocKey = "collection_items_hornedserpent_return_location"
string LocValue = "Delaware River, United States"
[614]string LocKey = "collection_items_hornedserpent_description"
string LocValue = "Most commonly found in North America, Horned Serpents are highly sought after for the jewel inlaid in their foreheads, believed to grant flight and invisibilty. Their horns have magical properties and can be used for the core of wands."
[615]string LocKey = "collection_items_lethifold_name"
string LocValue = "Lethifold"
[616]string LocKey = "collection_items_lethifold_return_location"
string LocValue = "PLACEHOLDER"
[617]string LocKey = "collection_items_lethifold_description"
string LocValue = "PLACEHOLDER"
[618]string LocKey = "collection_items_cerberus_name"
string LocValue = "Cerberus"
[619]string LocKey = "collection_items_cerberus_return_location"
string LocValue = "PLACEHOLDER"
[620]string LocKey = "collection_items_cerberus_description"
string LocValue = "PLACEHOLDER"
[621]string LocKey = "collection_items_puckwudgie_name"
string LocValue = "Puckwudgie"
[622]string LocKey = "collection_items_puckwudgie_return_location"
string LocValue = "PLACEHOLDER"
[623]string LocKey = "collection_items_puckwudgie_description"
string LocValue = "PLACEHOLDER"
[624]string LocKey = "collection_items_minervamcgonagall_hp1_name"
string LocValue = "Professor McGonagall"
[625]string LocKey = "collection_items_minervamcgonagall_hp1_return_location"
string LocValue = "Hogwarts Transfiguration Classroom"
[626]string LocKey = "collection_items_minervamcgonagall_hp1_description"
string LocValue = "An expert in Transfiguration; Minerva McGonagall has been at Hogwarts for several decades and has earned a reputation as a strict but fair educator. She is one of only seven legally registered Animagi from the last century."
[627]string LocKey = "collection_items_filiusflitwick_hp3_name"
string LocValue = "Professor Flitwick"
[628]string LocKey = "collection_items_filiusflitwick_hp3_return_location"
string LocValue = "Hogwarts Charms Classroom"
[629]string LocKey = "collection_items_filiusflitwick_hp3_description"
string LocValue = "Filius Flitwich is the Professor of Charms and Head of Ravenclaw House at Hogwarts School of Witchcraft and Wizardry. Before embarking on his teaching career, Flitwick was a duelling champion."
[630]string LocKey = "collection_items_pomonasprout_hp1_name"
string LocValue = "Pomona Sprout"
[631]string LocKey = "collection_items_pomonasprout_hp1_return_location"
string LocValue = "Hogwarts Greenhouse Three"
[632]string LocKey = "collection_items_pomonasprout_hp1_description"
string LocValue = "Pomona Sprout teaches Herbology at Hogwarts School of Witchcraft and Wizardry, and is Head of Hufflepuff House. Known for her cheerful demeanor, Professor Sprout helped brew the Mandrake Restorative Draught that healed students Petrified during attacks by Slytherin's Basilisk."
[633]string LocKey = "collection_items_student_slytherin_female_name"
string LocValue = "Slytherin Student"
[634]string LocKey = "collection_items_student_slytherin_female_return_location"
string LocValue = "Slytherin Common Room"
[635]string LocKey = "collection_items_student_slytherin_female_description"
string LocValue = "With ambitious, cunning, and resourceful students, Slytherin House has a legacy which includes Draco Malfoy, Severus Snape, and Tom Riddle. The spectacular Slytherin Common Room is located in the dungeons of Hogwarts, underneath the Black Lake."
[636]string LocKey = "collection_items_student_hufflepuff_male_name"
string LocValue = "Hufflepuff Student"
[637]string LocKey = "collection_items_student_hufflepuff_male_return_location"
string LocValue = "Hufflepuff Common Room"
[638]string LocKey = "collection_items_student_hufflepuff_male_description"
string LocValue = "Hufflepuff students embody patience, hard work, and loyalty. Cedric Diggory, Nymphadora Tonks, and Newt Scamander all famously graced Hufflepuff House. The Common Room can be accessed by tapping on a barrel by its entrance to the rhythm of “Helga Hufflepuff”."
[639]string LocKey = "collection_items_student_ravenclaw_male_name"
string LocValue = "Ravenclaw Student"
[640]string LocKey = "collection_items_student_ravenclaw_male_return_location"
string LocValue = "Ravenclaw Common Room"
[641]string LocKey = "collection_items_student_ravenclaw_male_description"
string LocValue = "Ravenclaws are clever, creative, and competitive students. Entrance to the Ravenclaw Common Room requires that students answer a riddle. Luna Lovegood, Gilderoy Lockhart, and Garrick Ollivander were all Ravenclaw students."
[642]string LocKey = "collection_items_bellatrixlestrange_name"
string LocValue = "Bellatrix"
[643]string LocKey = "collection_items_bellatrixlestrange_return_location"
string LocValue = "Azkaban Prison"
[644]string LocKey = "collection_items_bellatrixlestrange_description"
string LocValue = "A pureblood witch and loyal follower of Lord Voldemort, Bellatrix is infamous for her ruthlessness."
[645]string LocKey = "collection_items_wizardportrait_bellatrix_name"
string LocValue = "Portrait of Bellatrix Lestrange"
[646]string LocKey = "collection_items_wizardportrait_bellatrix_return_location"
string LocValue = "Malfoy Manor"
[647]string LocKey = "collection_items_wizardportrait_bellatrix_description"
string LocValue = "Bellatrix Lestrange was one of Voldemort's most loyal and fanatical followers, known for her sadistic, unpredictable nature. Sentenced to life in prison at Azkaban for the torture of Alice and Frank Longbottom, she was killed at the Battle of Hogwarts."
[648]string LocKey = "collection_items_wantedposter_azkabanescapee_name"
string LocValue = "Wanted Poster of an Azkaban Escapee"
[649]string LocKey = "collection_items_wantedposter_azkabanescapee_return_location"
string LocValue = "Hogsmeade Village"
[650]string LocKey = "collection_items_wantedposter_azkabanescapee_description"
string LocValue = "Relentlessly guarded by Dementors, Azkaban is a fortress prison for witches and wizards. The Dementors feed on every happy thought, leaving prisoners nothing more than an empty shell, devoid of hope, rendering escape nearly impossible."
[651]string LocKey = "collection_items_book_magickmosteevile_name"
string LocValue = "Magick Moste Evile"
[652]string LocKey = "collection_items_book_magickmosteevile_return_location"
string LocValue = "Hogwarts Library Restricted Section"
[653]string LocKey = "collection_items_book_magickmosteevile_description"
string LocValue = "Magick Moste Evile was written by Godelot, one-time owner of the Elder Wand. Despite being a detailed exploration of the Dark Arts, it has no relevant information regarding Horcruxes. It will, however, emit a ghostly wail when slammed shut."
[654]string LocKey = "collection_items_rubeushagrid_hp1_name"
string LocValue = "Rubeus Hagrid"
[655]string LocKey = "collection_items_rubeushagrid_hp1_return_location"
string LocValue = "Hogwarts Grounds"
[656]string LocKey = "collection_items_rubeushagrid_hp1_description"
string LocValue = "Half-giant, gamekeeper, and Professor of Care of Magical Creatures, Rubeus Hagrid has an affinity for tea, gardening, and magical creatures (especially of the extremely dangerous variety). He is rarely seen without his faithful boarhound, Fang, by his side."
[657]string LocKey = "collection_items_unicorn_baby_name"
string LocValue = "Baby Unicorn"
[658]string LocKey = "collection_items_unicorn_baby_return_location"
string LocValue = "Forbidden Forest"
[659]string LocKey = "collection_items_unicorn_baby_description"
string LocValue = "Unicorn foals are initially gold in colour before turning silver and then white as they mature. Unicorns inhabit the forests of Europe and their horn, blood, and hair all have coveted magical properties."
[660]string LocKey = "collection_items_hippogriff_baby_name"
string LocValue = "Baby Hippogriff"
[661]string LocKey = "collection_items_hippogriff_baby_return_location"
string LocValue = "Hogwarts Grounds"
[662]string LocKey = "collection_items_hippogriff_baby_description"
string LocValue = "Hippogriffs build nests upon the ground for their young where they lay a single large, fragile egg which hatches within a remarkable 24 hours. Infant Hippogriffs can fly within a week of hatching."
[663]string LocKey = "collection_items_hermionegranger_adult_ministry_name"
string LocValue = "Hermione Granger"
[664]string LocKey = "collection_items_hermionegranger_adult_ministry_return_location"
string LocValue = "British Ministry of Magic"
[665]string LocKey = "collection_items_hermionegranger_adult_ministry_description"
string LocValue = "Before pursuing a hugely successful career in the British Ministry of Magic, Hermione Granger was instrumental in the destruction of Lord Voldemort's Horcruxes. Both of Hermione's parents were Muggle dentists."
[666]string LocKey = "collection_items_kingsleyshacklebolt_hp5_name"
string LocValue = "Kingsley Shacklebolt"
[667]string LocKey = "collection_items_kingsleyshacklebolt_hp5_return_location"
string LocValue = "Ministry of Magic Auror Headquarters"
[668]string LocKey = "collection_items_kingsleyshacklebolt_hp5_description"
string LocValue = "Kingsley Shacklebolt joined the Order of the Phoenix and became a critical ally of Harry Potter's during the Second Wizarding War. He eventually became Minister for Magic, working to rid the Ministry of discrimination and corruption."
[669]string LocKey = "collection_items_arthurweasley_hp2_name"
string LocValue = "Arthur Weasley"
[670]string LocKey = "collection_items_arthurweasley_hp2_return_location"
string LocValue = "Misuse of Muggle Artefacts Office, 1992"
[671]string LocKey = "collection_items_arthurweasley_hp2_description"
